HT,HPTS,HP,HW,HC,VT,VPTS,VP,VW,VC,RET
CHI,8435,8133.815,0.579,0.5,SAS,8637,9263.841,0.415,0.744,1
MEM,8239,8914.511,0.579,0.524,POR,8851,9765.196,0.415,0.518,1
NOP,8556,8793.823,0.579,0.415,PHI,8400,8660.148,0.415,0.341,-1
TOR,8762,8950.711,0.579,0.652,MIN,8657,8256.684,0.415,0.378,1
UTA,8258,9223.688,0.579,0.622,GSW,9503,11055.784,0.415,0.817,-1
WAS,8953,9280.232,0.579,0.573,DEN,9161,9770.992,0.415,0.488,1
BOS,8857,10525.549,0.579,0.646,TOR,8762,8950.711,0.415,0.652,-1
CHA,8857,10525.549,0.579,0.646,ORL,8288,8450.805,0.415,0.354,1
CLE,9048,11308.396,0.579,0.622,MIA,8460,9595.928,0.415,0.5,1
DAL,8029,9366.25,0.579,0.402,IND,8618,8765.311,0.415,0.512,1
LAL,8575,8296.810,0.579,0.317,PHO,8831,7592.565,0.415,0.293,-1
MIL,8497,8835.627,0.579,0.512,ATL,8459,8465.061,0.415,0.524,-1
MIN,8657,8256.684,0.579,0.378,DET,8309,8439.212,0.415,0.451,-1
OKC,8741,8478.88,0.579,0.573,HOU,9458,12003.932,0.415,0.671,-1
SAC,8430,8270.836,0.579,0.39,NYK,8556,8710.459,0.415,0.378,-1
CHI,8435,8133.815,0.579,0.5,MIA,8460,9595.928,0.415,0.5,1
CLE,9048,11308.396,0.579,0.622,CHA,8460,9595.928,0.415,0.5,1
HOU,9458,12003.932,0.579,0.671,DAL,8029,9366.25,0.415,0.402,1
IND,8618,8765.311,0.579,0.512,POR,8851,9765.196,0.415,0.518,1
LAC,8911,9900.701,0.579,0.622,NOP,8556,8793.823,0.415,0.415,1
MEM,8239,8914.511,0.579,0.524,GSW,9503,11055.784,0.415,0.817,1
ORL,8288,8450.805,0.579,0.354,DEN,9161,9770.992,0.415,0.488,-1
SAS,8637,9263.841,0.579,0.744,BRK,8673,8806.689,0.415,0.244,1
UTA,8258,9223.688,0.579,0.622,SAC,8430,8270.836,0.415,0.39,1
WAS,8953,9280.232,0.579,0.573,MIL,8497,8835.627,0.415,0.512,1
DET,8309,8439.212,0.579,0.451,PHI,8400,8660.148,0.415,0.341,-1
LAL,8575,8296.810,0.579,0.317,NYK,8556,8710.459,0.415,0.378,-1
MIN,8657,8256.684,0.579,0.378,GSW,9503,11055.784,0.415,0.817,-1
OKC,8741,8478.88,0.579,0.573,BOS,8857,10525.549,0.415,0.646,1
PHO,8831,7592.565,0.579,0.293,NOP,8556,8793.823,0.415,0.415,-1
DAL,8029,9366.25,0.579,0.402,DEN,9161,9770.992,0.415,0.488,1
HOU,9458,12003.932,0.579,0.671,BRK,8673,8806.689,0.415,0.244,1
IND,8618,8765.311,0.579,0.512,CHA,8673,8806.689,0.415,0.244,1
LAC,8911,9900.701,0.579,0.622,POR,8851,9765.196,0.415,0.518,1
MIA,8460,9595.928,0.579,0.5,WAS,8953,9280.232,0.415,0.573,1
SAC,8430,8270.836,0.579,0.39,LAL,8575,8296.810,0.415,0.317,1
TOR,8762,8950.711,0.579,0.652,MIL,8497,8835.627,0.415,0.512,1
ATL,8459,8465.061,0.579,0.524,ORL,8288,8450.805,0.415,0.354,-1
CHI,8435,8133.815,0.579,0.5,MIN,8657,8256.684,0.415,0.378,-1
CLE,9048,11308.396,0.579,0.622,MEM,8239,8914.511,0.415,0.524,1
NOP,8556,8793.823,0.579,0.415,GSW,9503,11055.784,0.415,0.817,-1
PHO,8831,7592.565,0.579,0.293,NYK,8556,8710.459,0.415,0.378,1
POR,8851,9765.196,0.579,0.518,OKC,8741,8478.88,0.415,0.573,1
BRK,8673,8806.689,0.579,0.244,LAL,8575,8296.810,0.415,0.317,1
DAL,8029,9366.25,0.579,0.402,DET,8309,8439.212,0.415,0.451,-1
HOU,9458,12003.932,0.579,0.671,SAC,8430,8270.836,0.415,0.39,1
MEM,8239,8914.511,0.579,0.524,CLE,9048,11308.396,0.415,0.622,1
MIA,8460,9595.928,0.579,0.5,IND,8618,8765.311,0.415,0.512,1
ORL,8288,8450.805,0.579,0.354,LAC,8911,9900.701,0.415,0.622,-1
PHI,8400,8660.148,0.579,0.341,TOR,8762,8950.711,0.415,0.652,-1
SAS,8637,9263.841,0.579,0.744,BOS,8857,10525.549,0.415,0.646,1
UTA,8258,9223.688,0.579,0.622,OKC,8741,8478.88,0.415,0.573,1
WAS,8953,9280.232,0.579,0.573,CHA,8741,8478.88,0.415,0.573,1
DEN,9161,9770.992,0.579,0.488,POR,8851,9765.196,0.415,0.518,1
GSW,9503,11055.784,0.579,0.817,NYK,8556,8710.459,0.415,0.378,1
MIL,8497,8835.627,0.579,0.512,CHI,8435,8133.815,0.415,0.5,1
NOP,8556,8793.823,0.579,0.415,IND,8618,8765.311,0.415,0.512,1
PHO,8831,7592.565,0.579,0.293,SAS,8637,9263.841,0.415,0.744,-1
BOS,8857,10525.549,0.579,0.646,CHA,8637,9263.841,0.415,0.744,1
CHI,8435,8133.815,0.579,0.5,MIL,8497,8835.627,0.415,0.512,-1
HOU,9458,12003.932,0.579,0.671,NOP,8556,8793.823,0.415,0.415,1
MEM,8239,8914.511,0.579,0.524,SAC,8430,8270.836,0.415,0.39,-1
MIA,8460,9595.928,0.579,0.5,LAC,8911,9900.701,0.415,0.622,-1
ORL,8288,8450.805,0.579,0.354,BRK,8673,8806.689,0.415,0.244,1
PHI,8400,8660.148,0.579,0.341,LAL,8575,8296.810,0.415,0.317,-1
TOR,8762,8950.711,0.579,0.652,ATL,8459,8465.061,0.415,0.524,-1
UTA,8258,9223.688,0.579,0.622,DAL,8029,9366.25,0.415,0.402,1
WAS,8953,9280.232,0.579,0.573,DET,8309,8439.212,0.415,0.451,1
ATL,8459,8465.061,0.579,0.524,CHA,8309,8439.212,0.415,0.451,-1
CLE,9048,11308.396,0.579,0.622,LAL,8575,8296.810,0.415,0.317,1
DEN,9161,9770.992,0.579,0.488,NYK,8556,8710.459,0.415,0.378,1
DET,8309,8439.212,0.579,0.451,IND,8618,8765.311,0.415,0.512,-1
GSW,9503,11055.784,0.579,0.817,POR,8851,9765.196,0.415,0.518,1
MIN,8657,8256.684,0.579,0.378,HOU,9458,12003.932,0.415,0.671,-1
OKC,8741,8478.88,0.579,0.573,PHO,8831,7592.565,0.415,0.293,1
DAL,8029,9366.25,0.579,0.402,SAC,8430,8270.836,0.415,0.39,1
MEM,8239,8914.511,0.579,0.524,UTA,8258,9223.688,0.415,0.622,-1
MIA,8460,9595.928,0.579,0.5,BOS,8857,10525.549,0.415,0.646,-1
ORL,8288,8450.805,0.579,0.354,TOR,8762,8950.711,0.415,0.652,-1
PHI,8400,8660.148,0.579,0.341,BRK,8673,8806.689,0.415,0.244,1
SAS,8637,9263.841,0.579,0.744,NOP,8556,8793.823,0.415,0.415,1
WAS,8953,9280.232,0.579,0.573,LAC,8911,9900.701,0.415,0.622,1
CHI,8435,8133.815,0.579,0.5,DET,8309,8439.212,0.415,0.451,1
DEN,9161,9770.992,0.579,0.488,DAL,8029,9366.25,0.415,0.402,1
IND,8618,8765.311,0.579,0.512,WAS,8953,9280.232,0.415,0.573,1
MIN,8657,8256.684,0.579,0.378,PHO,8831,7592.565,0.415,0.293,1
OKC,8741,8478.88,0.579,0.573,ATL,8459,8465.061,0.415,0.524,-1
CHA,8741,8478.88,0.579,0.573,LAL,8575,8296.810,0.415,0.317,1
GSW,9503,11055.784,0.579,0.817,UTA,8258,9223.688,0.415,0.622,1
HOU,9458,12003.932,0.579,0.671,SAS,8637,9263.841,0.415,0.744,-1
LAC,8911,9900.701,0.579,0.622,DEN,9161,9770.992,0.415,0.488,1
MEM,8239,8914.511,0.579,0.524,BOS,8857,10525.549,0.415,0.646,-1
MIA,8460,9595.928,0.579,0.5,ORL,8288,8450.805,0.415,0.354,-1
MIL,8497,8835.627,0.579,0.512,CLE,9048,11308.396,0.415,0.622,-1
NYK,8556,8710.459,0.579,0.378,IND,8618,8765.311,0.415,0.512,1
PHI,8400,8660.148,0.579,0.341,NOP,8556,8793.823,0.415,0.415,-1
SAC,8430,8270.836,0.579,0.39,POR,8851,9765.196,0.415,0.518,1
TOR,8762,8950.711,0.579,0.652,BRK,8673,8806.689,0.415,0.244,1
ATL,8459,8465.061,0.579,0.524,MIN,8657,8256.684,0.415,0.378,-1
CHI,8435,8133.815,0.579,0.5,WAS,8953,9280.232,0.415,0.573,-1
CLE,9048,11308.396,0.579,0.622,MIL,8497,8835.627,0.415,0.512,1
DET,8309,8439.212,0.579,0.451,MEM,8239,8914.511,0.415,0.524,-1
NOP,8556,8793.823,0.579,0.415,OKC,8741,8478.88,0.415,0.573,-1
PHO,8831,7592.565,0.579,0.293,HOU,9458,12003.932,0.415,0.671,-1
POR,8851,9765.196,0.579,0.518,DAL,8029,9366.25,0.415,0.402,-1
UTA,8258,9223.688,0.579,0.622,SAC,8430,8270.836,0.415,0.39,-1
BRK,8673,8806.689,0.579,0.244,GSW,9503,11055.784,0.415,0.817,-1
IND,8618,8765.311,0.579,0.512,BOS,8857,10525.549,0.415,0.646,-1
LAC,8911,9900.701,0.579,0.622,SAS,8637,9263.841,0.415,0.744,1
MIA,8460,9595.928,0.579,0.5,LAL,8575,8296.810,0.415,0.317,1
NYK,8556,8710.459,0.579,0.378,ORL,8288,8450.805,0.415,0.354,1
BOS,8857,10525.549,0.579,0.646,OKC,8741,8478.88,0.415,0.573,-1
CHA,8857,10525.549,0.579,0.646,CHI,8435,8133.815,0.415,0.5,1
CLE,9048,11308.396,0.579,0.622,BRK,8673,8806.689,0.415,0.244,1
DEN,9161,9770.992,0.579,0.488,ATL,8459,8465.061,0.415,0.524,-1
DET,8309,8439.212,0.579,0.451,GSW,9503,11055.784,0.415,0.817,-1
LAC,8911,9900.701,0.579,0.622,DAL,8029,9366.25,0.415,0.402,-1
MEM,8239,8914.511,0.579,0.524,HOU,9458,12003.932,0.415,0.671,1
MIL,8497,8835.627,0.579,0.512,WAS,8953,9280.232,0.415,0.573,1
MIN,8657,8256.684,0.579,0.378,SAC,8430,8270.836,0.415,0.39,-1
NOP,8556,8793.823,0.579,0.415,MIA,8460,9595.928,0.415,0.5,1
ORL,8288,8450.805,0.579,0.354,LAL,8575,8296.810,0.415,0.317,1
PHO,8831,7592.565,0.579,0.293,PHI,8400,8660.148,0.415,0.341,1
POR,8851,9765.196,0.579,0.518,SAS,8637,9263.841,0.415,0.744,-1
UTA,8258,9223.688,0.579,0.622,TOR,8762,8950.711,0.415,0.652,-1
CLE,9048,11308.396,0.579,0.622,GSW,9503,11055.784,0.415,0.817,1
LAL,8575,8296.810,0.579,0.317,LAC,8911,9900.701,0.415,0.622,1
NYK,8556,8710.459,0.579,0.378,BOS,8857,10525.549,0.415,0.646,-1
OKC,8741,8478.88,0.579,0.573,MIN,8657,8256.684,0.415,0.378,1
SAS,8637,9263.841,0.579,0.744,CHI,8435,8133.815,0.415,0.5,1
BRK,8673,8806.689,0.579,0.244,CHA,8435,8133.815,0.415,0.5,1
CHI,8435,8133.815,0.579,0.5,IND,8618,8765.311,0.415,0.512,1
DET,8309,8439.212,0.579,0.451,CLE,9048,11308.396,0.415,0.622,1
HOU,9458,12003.932,0.579,0.671,PHO,8831,7592.565,0.415,0.293,1
LAC,8911,9900.701,0.579,0.622,DEN,9161,9770.992,0.415,0.488,-1
MIN,8657,8256.684,0.579,0.378,ATL,8459,8465.061,0.415,0.524,1
NOP,8556,8793.823,0.579,0.415,DAL,8029,9366.25,0.415,0.402,1
ORL,8288,8450.805,0.579,0.354,MEM,8239,8914.511,0.415,0.524,1
POR,8851,9765.196,0.579,0.518,TOR,8762,8950.711,0.415,0.652,-1
SAC,8430,8270.836,0.579,0.39,PHI,8400,8660.148,0.415,0.341,1
WAS,8953,9280.232,0.579,0.573,MIL,8497,8835.627,0.415,0.512,1
BOS,8857,10525.549,0.579,0.646,MEM,8239,8914.511,0.415,0.524,1
DAL,8029,9366.25,0.579,0.402,HOU,9458,12003.932,0.415,0.671,-1
LAL,8575,8296.810,0.579,0.317,UTA,8258,9223.688,0.415,0.622,-1
MIA,8460,9595.928,0.579,0.5,OKC,8741,8478.88,0.415,0.573,-1
ATL,8459,8465.061,0.579,0.524,NYK,8556,8710.459,0.415,0.378,1
CHI,8435,8133.815,0.579,0.5,BRK,8673,8806.689,0.415,0.244,1
DEN,9161,9770.992,0.579,0.488,MIN,8657,8256.684,0.415,0.378,1
DET,8309,8439.212,0.579,0.451,MIL,8497,8835.627,0.415,0.512,-1
GSW,9503,11055.784,0.579,0.817,TOR,8762,8950.711,0.415,0.652,1
NOP,8556,8793.823,0.579,0.415,LAC,8911,9900.701,0.415,0.622,1
ORL,8288,8450.805,0.579,0.354,CHA,8911,9900.701,0.415,0.622,-1
POR,8851,9765.196,0.579,0.518,SAC,8430,8270.836,0.415,0.39,1
SAS,8637,9263.841,0.579,0.744,PHO,8831,7592.565,0.415,0.293,1
WAS,8953,9280.232,0.579,0.573,IND,8618,8765.311,0.415,0.512,1
CHA,8953,9280.232,0.579,0.573,MIA,8460,9595.928,0.415,0.5,1
CLE,9048,11308.396,0.579,0.622,BOS,8857,10525.549,0.415,0.646,1
LAL,8575,8296.810,0.579,0.317,DAL,8029,9366.25,0.415,0.402,-1
MEM,8239,8914.511,0.579,0.524,OKC,8741,8478.88,0.415,0.573,1
PHO,8831,7592.565,0.579,0.293,TOR,8762,8950.711,0.415,0.652,1
UTA,8258,9223.688,0.579,0.622,PHI,8400,8660.148,0.415,0.341,1
ATL,8459,8465.061,0.579,0.524,DET,8309,8439.212,0.415,0.451,1
BOS,8857,10525.549,0.579,0.646,MIA,8460,9595.928,0.415,0.5,1
DEN,9161,9770.992,0.579,0.488,PHI,8400,8660.148,0.415,0.341,-1
GSW,9503,11055.784,0.579,0.817,DAL,8029,9366.25,0.415,0.402,1
HOU,9458,12003.932,0.579,0.671,LAC,8911,9900.701,0.415,0.622,1
IND,8618,8765.311,0.579,0.512,CHI,8435,8133.815,0.415,0.5,1
MIN,8657,8256.684,0.579,0.378,MIL,8497,8835.627,0.415,0.512,1
NOP,8556,8793.823,0.579,0.415,NYK,8556,8710.459,0.415,0.378,1
SAS,8637,9263.841,0.579,0.744,POR,8851,9765.196,0.415,0.518,1
WAS,8953,9280.232,0.579,0.573,BRK,8673,8806.689,0.415,0.244,1
CHI,8435,8133.815,0.579,0.5,MIL,8497,8835.627,0.415,0.512,-1
CHA,8435,8133.815,0.579,0.5,CLE,9048,11308.396,0.415,0.622,-1
HOU,9458,12003.932,0.579,0.671,NYK,8556,8710.459,0.415,0.378,1
OKC,8741,8478.88,0.579,0.573,LAC,8911,9900.701,0.415,0.622,1
SAC,8430,8270.836,0.579,0.39,MEM,8239,8914.511,0.415,0.524,-1
UTA,8258,9223.688,0.579,0.622,PHO,8831,7592.565,0.415,0.293,1
ATL,8459,8465.061,0.579,0.524,SAS,8637,9263.841,0.415,0.744,1
IND,8618,8765.311,0.579,0.512,ORL,8288,8450.805,0.415,0.354,1
LAL,8575,8296.810,0.579,0.317,TOR,8762,8950.711,0.415,0.652,-1
MIA,8460,9595.928,0.579,0.5,DET,8309,8439.212,0.415,0.451,-1
MIN,8657,8256.684,0.579,0.378,POR,8851,9765.196,0.415,0.518,-1
BRK,8673,8806.689,0.579,0.244,UTA,8258,9223.688,0.415,0.622,-1
CHI,8435,8133.815,0.579,0.5,CHA,8258,9223.688,0.415,0.622,1
CLE,9048,11308.396,0.579,0.622,NOP,8556,8793.823,0.415,0.415,1
GSW,9503,11055.784,0.579,0.817,DEN,9161,9770.992,0.415,0.488,1
HOU,9458,12003.932,0.579,0.671,WAS,8953,9280.232,0.415,0.573,1
LAC,8911,9900.701,0.579,0.622,PHO,8831,7592.565,0.415,0.293,1
MIL,8497,8835.627,0.579,0.512,OKC,8741,8478.88,0.415,0.573,1
NYK,8556,8710.459,0.579,0.378,ORL,8288,8450.805,0.415,0.354,-1
BOS,8857,10525.549,0.579,0.646,UTA,8258,9223.688,0.415,0.622,1
DAL,8029,9366.25,0.579,0.402,WAS,8953,9280.232,0.415,0.573,1
DEN,9161,9770.992,0.579,0.488,SAC,8430,8270.836,0.415,0.39,-1
DET,8309,8439.212,0.579,0.451,IND,8618,8765.311,0.415,0.512,-1
LAL,8575,8296.810,0.579,0.317,MEM,8239,8914.511,0.415,0.524,1
PHI,8400,8660.148,0.579,0.341,MIN,8657,8256.684,0.415,0.378,1
PHO,8831,7592.565,0.579,0.293,MIA,8460,9595.928,0.415,0.5,1
SAS,8637,9263.841,0.579,0.744,TOR,8762,8950.711,0.415,0.652,1
CHA,8637,9263.841,0.579,0.744,OKC,8741,8478.88,0.415,0.573,1
CLE,9048,11308.396,0.579,0.622,CHI,8435,8133.815,0.415,0.5,-1
GSW,9503,11055.784,0.579,0.817,POR,8851,9765.196,0.415,0.518,1
LAC,8911,9900.701,0.579,0.622,MEM,8239,8914.511,0.415,0.524,1
NYK,8556,8710.459,0.579,0.378,MIL,8497,8835.627,0.415,0.512,-1
ORL,8288,8450.805,0.579,0.354,ATL,8459,8465.061,0.415,0.524,-1
SAC,8430,8270.836,0.579,0.39,MIA,8460,9595.928,0.415,0.5,-1
DAL,8029,9366.25,0.579,0.402,PHO,8831,7592.565,0.415,0.293,-1
DEN,9161,9770.992,0.579,0.488,SAS,8637,9263.841,0.415,0.744,-1
DET,8309,8439.212,0.579,0.451,CHA,8637,9263.841,0.415,0.744,1
HOU,9458,12003.932,0.579,0.671,OKC,8741,8478.88,0.415,0.573,1
IND,8618,8765.311,0.579,0.512,BRK,8673,8806.689,0.415,0.244,1
NOP,8556,8793.823,0.579,0.415,ATL,8459,8465.061,0.415,0.524,-1
POR,8851,9765.196,0.579,0.518,LAL,8575,8296.810,0.415,0.317,1
TOR,8762,8950.711,0.579,0.652,UTA,8258,9223.688,0.415,0.622,1
BOS,8857,10525.549,0.579,0.646,PHI,8400,8660.148,0.415,0.341,1
BRK,8673,8806.689,0.579,0.244,CLE,9048,11308.396,0.415,0.622,-1
GSW,9503,11055.784,0.579,0.817,MEM,8239,8914.511,0.415,0.524,-1
LAL,8575,8296.810,0.579,0.317,MIA,8460,9595.928,0.415,0.5,1
MIL,8497,8835.627,0.579,0.512,NYK,8556,8710.459,0.415,0.378,-1
ORL,8288,8450.805,0.579,0.354,HOU,9458,12003.932,0.415,0.671,-1
SAC,8430,8270.836,0.579,0.39,LAC,8911,9900.701,0.415,0.622,-1
WAS,8953,9280.232,0.579,0.573,MIN,8657,8256.684,0.415,0.378,1
BOS,8857,10525.549,0.579,0.646,NOP,8556,8793.823,0.415,0.415,1
CHI,8435,8133.815,0.579,0.5,TOR,8762,8950.711,0.415,0.652,1
DAL,8029,9366.25,0.579,0.402,ATL,8459,8465.061,0.415,0.524,-1
IND,8618,8765.311,0.579,0.512,NYK,8556,8710.459,0.415,0.378,1
MIN,8657,8256.684,0.579,0.378,UTA,8258,9223.688,0.415,0.622,-1
OKC,8741,8478.88,0.579,0.573,DEN,9161,9770.992,0.415,0.488,1
SAS,8637,9263.841,0.579,0.744,CHA,9161,9770.992,0.415,0.488,1
BRK,8673,8806.689,0.579,0.244,PHI,8400,8660.148,0.415,0.341,-1
LAC,8911,9900.701,0.579,0.622,MIA,8460,9595.928,0.415,0.5,1
LAL,8575,8296.810,0.579,0.317,ORL,8288,8450.805,0.415,0.354,1
MEM,8239,8914.511,0.579,0.524,UTA,8258,9223.688,0.415,0.622,1
MIL,8497,8835.627,0.579,0.512,WAS,8953,9280.232,0.415,0.573,-1
PHO,8831,7592.565,0.579,0.293,CLE,9048,11308.396,0.415,0.622,-1
POR,8851,9765.196,0.579,0.518,DET,8309,8439.212,0.415,0.451,-1
SAC,8430,8270.836,0.579,0.39,GSW,9503,11055.784,0.415,0.817,-1
TOR,8762,8950.711,0.579,0.652,HOU,9458,12003.932,0.415,0.671,-1
CHI,8435,8133.815,0.579,0.5,OKC,8741,8478.88,0.415,0.573,-1
MIN,8657,8256.684,0.579,0.378,DAL,8029,9366.25,0.415,0.402,1
NYK,8556,8710.459,0.579,0.378,NOP,8556,8793.823,0.415,0.415,-1
BRK,8673,8806.689,0.579,0.244,ATL,8459,8465.061,0.415,0.524,-1
GSW,9503,11055.784,0.579,0.817,MIA,8460,9595.928,0.415,0.5,1
HOU,9458,12003.932,0.579,0.671,CHA,8460,9595.928,0.415,0.5,1
LAL,8575,8296.810,0.579,0.317,POR,8851,9765.196,0.415,0.518,-1
SAC,8430,8270.836,0.579,0.39,DET,8309,8439.212,0.415,0.451,1
SAS,8637,9263.841,0.579,0.744,MIL,8497,8835.627,0.415,0.512,-1
TOR,8762,8950.711,0.579,0.652,BOS,8857,10525.549,0.415,0.646,1
UTA,8258,9223.688,0.579,0.622,CLE,9048,11308.396,0.415,0.622,1
WAS,8953,9280.232,0.579,0.573,CHI,8435,8133.815,0.415,0.5,1
BOS,8857,10525.549,0.579,0.646,WAS,8953,9280.232,0.415,0.573,1
LAC,8911,9900.701,0.579,0.622,ORL,8288,8450.805,0.415,0.354,1
MIN,8657,8256.684,0.579,0.378,HOU,9458,12003.932,0.415,0.671,1
OKC,8741,8478.88,0.579,0.573,MEM,8239,8914.511,0.415,0.524,1
PHI,8400,8660.148,0.579,0.341,NYK,8556,8710.459,0.415,0.378,1
POR,8851,9765.196,0.579,0.518,CLE,9048,11308.396,0.415,0.622,1
BRK,8673,8806.689,0.579,0.244,NOP,8556,8793.823,0.415,0.415,-1
DEN,9161,9770.992,0.579,0.488,IND,8618,8765.311,0.415,0.512,1
GSW,9503,11055.784,0.579,0.817,DET,8309,8439.212,0.415,0.451,1
NYK,8556,8710.459,0.579,0.378,CHI,8435,8133.815,0.415,0.5,1
PHO,8831,7592.565,0.579,0.293,DAL,8029,9366.25,0.415,0.402,-1
SAS,8637,9263.841,0.579,0.744,LAL,8575,8296.810,0.415,0.317,1
ATL,8459,8465.061,0.579,0.524,BOS,8857,10525.549,0.415,0.646,-1
HOU,9458,12003.932,0.579,0.671,MEM,8239,8914.511,0.415,0.524,-1
MIL,8497,8835.627,0.579,0.512,MIA,8460,9595.928,0.415,0.5,1
MIN,8657,8256.684,0.579,0.378,OKC,8741,8478.88,0.415,0.573,1
PHI,8400,8660.148,0.579,0.341,CHA,8741,8478.88,0.415,0.573,1
POR,8851,9765.196,0.579,0.518,ORL,8288,8450.805,0.415,0.354,-1
SAC,8430,8270.836,0.579,0.39,CLE,9048,11308.396,0.415,0.622,-1
TOR,8762,8950.711,0.579,0.652,BRK,8673,8806.689,0.415,0.244,1
UTA,8258,9223.688,0.579,0.622,DET,8309,8439.212,0.415,0.451,1
CHI,8435,8133.815,0.579,0.5,NOP,8556,8793.823,0.415,0.415,1
LAC,8911,9900.701,0.579,0.622,LAL,8575,8296.810,0.415,0.317,1
PHO,8831,7592.565,0.579,0.293,SAS,8637,9263.841,0.415,0.744,1
UTA,8258,9223.688,0.579,0.622,ORL,8288,8450.805,0.415,0.354,1
WAS,8953,9280.232,0.579,0.573,PHI,8400,8660.148,0.415,0.341,1
ATL,8459,8465.061,0.579,0.524,MIL,8497,8835.627,0.415,0.512,1
BRK,8673,8806.689,0.579,0.244,HOU,9458,12003.932,0.415,0.671,-1
DAL,8029,9366.25,0.579,0.402,MIN,8657,8256.684,0.415,0.378,1
LAL,8575,8296.810,0.579,0.317,DET,8309,8439.212,0.415,0.451,-1
MEM,8239,8914.511,0.579,0.524,CHI,8435,8133.815,0.415,0.5,-1
SAC,8430,8270.836,0.579,0.39,OKC,8741,8478.88,0.415,0.573,-1
TOR,8762,8950.711,0.579,0.652,NYK,8556,8710.459,0.415,0.378,1
BOS,8857,10525.549,0.579,0.646,CHA,8556,8710.459,0.415,0.378,1
DEN,9161,9770.992,0.579,0.488,ORL,8288,8450.805,0.415,0.354,1
GSW,9503,11055.784,0.579,0.817,CLE,9048,11308.396,0.415,0.622,1
IND,8618,8765.311,0.579,0.512,NOP,8556,8793.823,0.415,0.415,1
LAC,8911,9900.701,0.579,0.622,OKC,8741,8478.88,0.415,0.573,1
MIL,8497,8835.627,0.579,0.512,PHI,8400,8660.148,0.415,0.341,-1
NYK,8556,8710.459,0.579,0.378,ATL,8459,8465.061,0.415,0.524,-1
PHO,8831,7592.565,0.579,0.293,UTA,8258,9223.688,0.415,0.622,-1
WAS,8953,9280.232,0.579,0.573,POR,8851,9765.196,0.415,0.518,1
BRK,8673,8806.689,0.579,0.244,TOR,8762,8950.711,0.415,0.652,-1
CHI,8435,8133.815,0.579,0.5,DAL,8029,9366.25,0.415,0.402,-1
LAL,8575,8296.810,0.579,0.317,DEN,9161,9770.992,0.415,0.488,-1
MIA,8460,9595.928,0.579,0.5,HOU,9458,12003.932,0.415,0.671,1
SAS,8637,9263.841,0.579,0.744,MIN,8657,8256.684,0.415,0.378,1
BOS,8857,10525.549,0.579,0.646,NYK,8556,8710.459,0.415,0.378,-1
CHA,8857,10525.549,0.579,0.646,POR,8851,9765.196,0.415,0.518,1
DET,8309,8439.212,0.579,0.451,ATL,8459,8465.061,0.415,0.524,1
GSW,9503,11055.784,0.579,0.817,OKC,8741,8478.88,0.415,0.573,1
HOU,9458,12003.932,0.579,0.671,MIL,8497,8835.627,0.415,0.512,1
NOP,8556,8793.823,0.579,0.415,ORL,8288,8450.805,0.415,0.354,1
PHI,8400,8660.148,0.579,0.341,TOR,8762,8950.711,0.415,0.652,1
SAC,8430,8270.836,0.579,0.39,IND,8618,8765.311,0.415,0.512,-1
WAS,8953,9280.232,0.579,0.573,MEM,8239,8914.511,0.415,0.524,1
CLE,9048,11308.396,0.579,0.622,PHO,8831,7592.565,0.415,0.293,1
LAC,8911,9900.701,0.579,0.622,MIN,8657,8256.684,0.415,0.378,-1
MIA,8460,9595.928,0.579,0.5,DAL,8029,9366.25,0.415,0.402,1
NYK,8556,8710.459,0.579,0.378,WAS,8953,9280.232,0.415,0.573,-1
SAS,8637,9263.841,0.579,0.744,DEN,9161,9770.992,0.415,0.488,1
ATL,8459,8465.061,0.579,0.524,CHI,8435,8133.815,0.415,0.5,1
CHA,8459,8465.061,0.579,0.524,TOR,8762,8950.711,0.415,0.652,1
DAL,8029,9366.25,0.579,0.402,UTA,8258,9223.688,0.415,0.622,-1
HOU,9458,12003.932,0.579,0.671,GSW,9503,11055.784,0.415,0.817,-1
LAL,8575,8296.810,0.579,0.317,IND,8618,8765.311,0.415,0.512,1
MEM,8239,8914.511,0.579,0.524,SAC,8430,8270.836,0.415,0.39,1
NOP,8556,8793.823,0.579,0.415,BRK,8673,8806.689,0.415,0.244,-1
ORL,8288,8450.805,0.579,0.354,MIL,8497,8835.627,0.415,0.512,1
PHI,8400,8660.148,0.579,0.341,POR,8851,9765.196,0.415,0.518,1
ATL,8459,8465.061,0.579,0.524,PHI,8400,8660.148,0.415,0.341,1
BOS,8857,10525.549,0.579,0.646,POR,8851,9765.196,0.415,0.518,-1
CHI,8435,8133.815,0.579,0.5,SAC,8430,8270.836,0.415,0.39,1
CHA,8435,8133.815,0.579,0.5,BRK,8673,8806.689,0.415,0.244,1
CLE,9048,11308.396,0.579,0.622,SAS,8637,9263.841,0.415,0.744,-1
DEN,9161,9770.992,0.579,0.488,LAC,8911,9900.701,0.415,0.622,1
DET,8309,8439.212,0.579,0.451,WAS,8953,9280.232,0.415,0.573,1
MEM,8239,8914.511,0.579,0.524,HOU,9458,12003.932,0.415,0.671,-1
MIA,8460,9595.928,0.579,0.5,MIL,8497,8835.627,0.415,0.512,1
NYK,8556,8710.459,0.579,0.378,PHO,8831,7592.565,0.415,0.293,-1
UTA,8258,9223.688,0.579,0.622,IND,8618,8765.311,0.415,0.512,1
DAL,8029,9366.25,0.579,0.402,LAL,8575,8296.810,0.415,0.317,1
