Visitor/Neutral,PTS,Home/Neutral,PTS,WIN
Atlanta Hawks,103,Phoenix Suns,104,H
Charlotte Hornets,131,Sacramento Kings,111,V
Cleveland Cavaliers,88,Boston Celtics,102,H
Minnesota Timberwolves,97,Brooklyn Nets,98,H
Toronto Raptors,124,Chicago Bulls,115,V
Golden State Warriors,125,Dallas Mavericks,122,V
Phoenix Suns,111,Denver Nuggets,134,H
Oklahoma City Thunder,133,Los Angeles Lakers,96,V
Detroit Pistons,104,Miami Heat,111,H
Indiana Pacers,101,Milwaukee Bucks,122,H
Houston Rockets,116,Orlando Magic,98,V
San Antonio Spurs,106,Philadelphia 76ers,112,H
New Orleans Pelicans,108,Utah Jazz,98,V
New York Knicks,103,Washington Wizards,121,H
Golden State Warriors,124,Houston Rockets,114,V
Oklahoma City Thunder,127,Los Angeles Clippers,117,V
Minnesota Timberwolves,84,Boston Celtics,91,H
Chicago Bulls,127,Dallas Mavericks,124,V
Utah Jazz,91,Denver Nuggets,99,H
Charlotte Hornets,108,Los Angeles Lakers,94,V
Washington Wizards,102,Memphis Grizzlies,100,V
New York Knicks,103,Miami Heat,107,H
Toronto Raptors,129,Milwaukee Bucks,110,V
Detroit Pistons,78,Philadelphia 76ers,114,H
Atlanta Hawks,89,Portland Trail Blazers,110,H
Phoenix Suns,89,San Antonio Spurs,103,H
Boston Celtics,87,Brooklyn Nets,85,V
Houston Rockets,101,Detroit Pistons,108,H
Chicago Bulls,86,Indiana Pacers,125,H
Golden State Warriors,121,Los Angeles Clippers,105,V
New Orleans Pelicans,98,Minnesota Timberwolves,116,H
Cleveland Cavaliers,131,Orlando Magic,127,V
Denver Nuggets,98,Sacramento Kings,106,H
Milwaukee Bucks,110,Washington Wizards,103,V
New York Knicks,100,Dallas Mavericks,96,V
Atlanta Hawks,113,Los Angeles Lakers,132,H
Utah Jazz,102,Miami Heat,103,H
Oklahoma City Thunder,100,Phoenix Suns,114,H
San Antonio Spurs,110,Portland Trail Blazers,111,H
Toronto Raptors,114,Brooklyn Nets,113,V
Houston Rockets,116,Chicago Bulls,107,V
Denver Nuggets,114,Golden State Warriors,124,H
Milwaukee Bucks,96,Indiana Pacers,109,H
Atlanta Hawks,107,Los Angeles Clippers,108,H
Cleveland Cavaliers,99,Minnesota Timberwolves,127,H
Detroit Pistons,109,New Orleans Pelicans,112,H
San Antonio Spurs,107,Sacramento Kings,100,V
Orlando Magic,99,Dallas Mavericks,114,H
Sacramento Kings,86,Los Angeles Lakers,99,H
Portland Trail Blazers,117,Oklahoma City Thunder,106,V
Miami Heat,90,Toronto Raptors,89,V
Detroit Pistons,114,Brooklyn Nets,80,V
Dallas Mavericks,115,Charlotte Hornets,111,V
Atlanta Hawks,110,Denver Nuggets,97,V
Los Angeles Clippers,125,Golden State Warriors,106,V
Portland Trail Blazers,112,Houston Rockets,121,H
Miami Heat,114,Indiana Pacers,106,V
New Orleans Pelicans,102,Memphis Grizzlies,105,H
Orlando Magic,103,Milwaukee Bucks,110,H
Oklahoma City Thunder,88,Minnesota Timberwolves,104,H
Chicago Bulls,122,New York Knicks,119,V
Utah Jazz,107,Washington Wizards,104,V
San Antonio Spurs,81,Los Angeles Lakers,93,H
Boston Celtics,114,Philadelphia 76ers,103,V
Los Angeles Clippers,121,Sacramento Kings,115,V
Cleveland Cavaliers,99,Toronto Raptors,133,H
Brooklyn Nets,110,Atlanta Hawks,105,V
Utah Jazz,88,Charlotte Hornets,99,H
Memphis Grizzlies,78,Denver Nuggets,87,H
Cleveland Cavaliers,95,Indiana Pacers,97,H
Golden State Warriors,108,Milwaukee Bucks,94,V
New York Knicks,108,Minnesota Timberwolves,118,H
Portland Trail Blazers,113,New Orleans Pelicans,119,H
Houston Rockets,112,Phoenix Suns,95,V
Orlando Magic,119,Washington Wizards,125,H
Detroit Pistons,105,Chicago Bulls,107,H
Oklahoma City Thunder,101,Charlotte Hornets,91,V
Los Angeles Lakers,107,Dallas Mavericks,101,V
Sacramento Kings,105,Los Angeles Clippers,126,H
Denver Nuggets,80,San Antonio Spurs,112,H
Golden State Warriors,127,Toronto Raptors,125,V
Brooklyn Nets,113,Washington Wizards,119,H
Milwaukee Bucks,79,Miami Heat,97,H
Portland Trail Blazers,103,Minnesota Timberwolves,120,H
New Orleans Pelicans,123,New York Knicks,118,V
Indiana Pacers,120,Phoenix Suns,97,V
San Antonio Spurs,99,Atlanta Hawks,102,H
New York Knicks,119,Brooklyn Nets,104,V
Miami Heat,111,Chicago Bulls,119,H
Golden State Warriors,118,Cleveland Cavaliers,108,V
Charlotte Hornets,118,Detroit Pistons,107,V
Houston Rockets,102,Los Angeles Clippers,113,H
Los Angeles Lakers,114,Memphis Grizzlies,123,H
Sacramento Kings,88,Oklahoma City Thunder,95,H
Toronto Raptors,111,Philadelphia 76ers,117,H
Indiana Pacers,109,Utah Jazz,94,V
Milwaukee Bucks,104,Washington Wizards,95,V
New Orleans Pelicans,116,Boston Celtics,113,V
Dallas Mavericks,102,Denver Nuggets,105,H
Minnesota Timberwolves,102,Orlando Magic,108,H
Phoenix Suns,111,Portland Trail Blazers,118,H
New Orleans Pelicans,93,Atlanta Hawks,94,H
San Antonio Spurs,100,Brooklyn Nets,95,V
Golden State Warriors,119,Chicago Bulls,112,V
Washington Wizards,109,Charlotte Hornets,133,H
Denver Nuggets,104,Los Angeles Clippers,109,H
New York Knicks,99,Memphis Grizzlies,105,H
Miami Heat,106,Milwaukee Bucks,101,V
Los Angeles Lakers,90,Oklahoma City Thunder,114,H
Utah Jazz,120,Sacramento Kings,105,V
Detroit Pistons,91,Toronto Raptors,96,H
Philadelphia 76ers,89,Boston Celtics,80,V
Orlando Magic,103,Cleveland Cavaliers,104,H
Minnesota Timberwolves,98,Houston Rockets,116,H
Indiana Pacers,86,Portland Trail Blazers,100,H
Miami Heat,95,Brooklyn Nets,101,H
Phoenix Suns,108,Denver Nuggets,100,V
Washington Wizards,122,Detroit Pistons,112,V
Indiana Pacers,86,Los Angeles Lakers,99,H
Sacramento Kings,88,Memphis Grizzlies,106,H
San Antonio Spurs,83,Toronto Raptors,86,H
New York Knicks,117,Utah Jazz,115,V
Chicago Bulls,113,Atlanta Hawks,97,V
Miami Heat,106,Charlotte Hornets,105,V
Oklahoma City Thunder,148,Cleveland Cavaliers,124,V
Golden State Warriors,108,Houston Rockets,116,H
Toronto Raptors,109,Minnesota Timberwolves,115,H
Memphis Grizzlies,104,New Orleans Pelicans,111,H
Milwaukee Bucks,94,Philadelphia 76ers,116,H
Dallas Mavericks,108,Portland Trail Blazers,117,H
Los Angeles Clippers,113,Utah Jazz,125,H
Orlando Magic,103,Boston Celtics,95,V
Brooklyn Nets,101,Detroit Pistons,100,V
New York Knicks,107,Los Angeles Lakers,127,H
Indiana Pacers,94,San Antonio Spurs,86,V
Utah Jazz,90,Atlanta Hawks,104,H
Sacramento Kings,107,Charlotte Hornets,112,H
Washington Wizards,75,Dallas Mavericks,98,H
Portland Trail Blazers,101,Denver Nuggets,104,H
Miami Heat,90,Houston Rockets,99,H
Minnesota Timberwolves,126,Los Angeles Clippers,118,V
Philadelphia 76ers,101,Memphis Grizzlies,105,H
Phoenix Suns,105,Milwaukee Bucks,109,H
Chicago Bulls,128,New Orleans Pelicans,132,H
New York Knicks,112,Golden State Warriors,123,H
Boston Celtics,107,Los Angeles Lakers,108,H
Brooklyn Nets,108,Oklahoma City Thunder,109,H
Sacramento Kings,105,Orlando Magic,99,V
Cleveland Cavaliers,102,San Antonio Spurs,114,H
Toronto Raptors,108,Atlanta Hawks,93,V
New Orleans Pelicans,101,Charlotte Hornets,96,V
Houston Rockets,104,Dallas Mavericks,97,V
Utah Jazz,98,Detroit Pistons,95,V
Phoenix Suns,101,Indiana Pacers,116,H
Boston Celtics,113,Los Angeles Clippers,102,V
San Antonio Spurs,108,Memphis Grizzlies,85,V
Chicago Bulls,101,Philadelphia 76ers,115,H
Minnesota Timberwolves,114,Portland Trail Blazers,123,H
New York Knicks,118,Denver Nuggets,130,H
Minnesota Timberwolves,113,Golden State Warriors,126,H
Sacramento Kings,89,Miami Heat,88,V
Washington Wizards,112,Oklahoma City Thunder,121,H
Los Angeles Lakers,108,Chicago Bulls,103,V
Atlanta Hawks,110,Charlotte Hornets,121,H
Indiana Pacers,108,Cleveland Cavaliers,115,H
Portland Trail Blazers,107,Dallas Mavericks,93,V
Los Angeles Clippers,109,Memphis Grizzlies,100,V
Brooklyn Nets,91,Milwaukee Bucks,116,H
Houston Rockets,113,New Orleans Pelicans,115,H
New York Knicks,107,Phoenix Suns,85,V
Philadelphia 76ers,97,San Antonio Spurs,78,V
Utah Jazz,97,Toronto Raptors,93,V
Washington Wizards,129,Atlanta Hawks,104,V
Dallas Mavericks,89,Denver Nuggets,91,H
Oklahoma City Thunder,121,Detroit Pistons,108,V
Boston Celtics,105,Golden State Warriors,109,H
Orlando Magic,112,Indiana Pacers,114,H
Charlotte Hornets,91,Miami Heat,95,H
Brooklyn Nets,97,Minnesota Timberwolves,111,H
Milwaukee Bucks,110,Chicago Bulls,96,V
Detroit Pistons,104,Cleveland Cavaliers,121,H
Phoenix Suns,102,Houston Rockets,113,H
Los Angeles Clippers,112,New Orleans Pelicans,103,V
Philadelphia 76ers,112,Oklahoma City Thunder,122,H
Sacramento Kings,98,San Antonio Spurs,113,H
Los Angeles Lakers,111,Toronto Raptors,123,H
Minnesota Timberwolves,100,Atlanta Hawks,105,H
Miami Heat,95,Dallas Mavericks,88,V
Boston Celtics,111,Denver Nuggets,110,V
Charlotte Hornets,96,Indiana Pacers,105,H
Phoenix Suns,109,Memphis Grizzlies,120,H
Philadelphia 76ers,95,Milwaukee Bucks,107,H
Cleveland Cavaliers,114,Detroit Pistons,125,H
Orlando Magic,107,Houston Rockets,114,H
Portland Trail Blazers,104,Los Angeles Clippers,96,V
Sacramento Kings,114,New Orleans Pelicans,103,V
Brooklyn Nets,95,New York Knicks,111,H
Denver Nuggets,104,San Antonio Spurs,106,H
Minnesota Timberwolves,104,Toronto Raptors,109,H
Golden State Warriors,99,Utah Jazz,129,H
Oklahoma City Thunder,96,Washington Wizards,102,H
Charlotte Hornets,123,Atlanta Hawks,110,V
New York Knicks,73,Boston Celtics,103,H
Philadelphia 76ers,108,Brooklyn Nets,116,H
Miami Heat,89,Cleveland Cavaliers,91,H
Memphis Grizzlies,101,Indiana Pacers,105,H
Los Angeles Lakers,105,Orlando Magic,127,H
Dallas Mavericks,88,Phoenix Suns,102,H
Chicago Bulls,108,Portland Trail Blazers,124,H
Oklahoma City Thunder,124,Denver Nuggets,127,H
Memphis Grizzlies,102,Detroit Pistons,104,H
Milwaukee Bucks,89,Minnesota Timberwolves,108,H
Houston Rockets,102,San Antonio Spurs,91,V
Toronto Raptors,119,Washington Wizards,122,H
Atlanta Hawks,110,Boston Celtics,119,H
Los Angeles Lakers,102,Brooklyn Nets,99,V
Indiana Pacers,126,Charlotte Hornets,133,H
New York Knicks,90,Milwaukee Bucks,92,H
New Orleans Pelicans,114,Oklahoma City Thunder,100,V
Miami Heat,97,Philadelphia 76ers,103,H
Utah Jazz,129,Phoenix Suns,97,V
Golden State Warriors,119,Sacramento Kings,104,V
Portland Trail Blazers,105,Toronto Raptors,130,H
Houston Rockets,120,Cleveland Cavaliers,88,V
Golden State Warriors,108,Denver Nuggets,115,H
Miami Heat,107,Detroit Pistons,111,H
Philadelphia 76ers,92,Indiana Pacers,100,H
Chicago Bulls,103,Los Angeles Clippers,113,H
New Orleans Pelicans,107,Minnesota Timberwolves,118,H
Washington Wizards,115,Orlando Magic,98,V
Dallas Mavericks,106,Sacramento Kings,99,V
Utah Jazz,120,San Antonio Spurs,111,V
Portland Trail Blazers,96,Boston Celtics,97,H
Milwaukee Bucks,109,Brooklyn Nets,94,V
Atlanta Hawks,99,New York Knicks,96,V
Los Angeles Lakers,108,Oklahoma City Thunder,104,V
Charlotte Hornets,115,Phoenix Suns,110,V
Memphis Grizzlies,86,Toronto Raptors,101,H
Charlotte Hornets,104,Denver Nuggets,121,H
Portland Trail Blazers,91,Detroit Pistons,111,H
Washington Wizards,111,Indiana Pacers,102,V
Dallas Mavericks,101,Los Angeles Clippers,104,H
Orlando Magic,111,Miami Heat,109,V
Utah Jazz,133,New Orleans Pelicans,109,V
Chicago Bulls,98,Sacramento Kings,104,H
Memphis Grizzlies,82,Atlanta Hawks,108,H
Houston Rockets,123,Brooklyn Nets,113,V
Oklahoma City Thunder,125,Golden State Warriors,105,V
Phoenix Suns,93,Los Angeles Lakers,112,H
Milwaukee Bucks,103,New York Knicks,89,V
Cleveland Cavaliers,98,Orlando Magic,116,H
Washington Wizards,102,Philadelphia 76ers,115,H
Boston Celtics,91,Toronto Raptors,111,H
Minnesota Timberwolves,138,Cleveland Cavaliers,140,H
Brooklyn Nets,106,Detroit Pistons,115,H
Utah Jazz,92,Memphis Grizzlies,88,V
Houston Rockets,109,Miami Heat,101,V
San Antonio Spurs,129,Phoenix Suns,81,V
Dallas Mavericks,103,Golden State Warriors,121,H
Oklahoma City Thunder,81,Los Angeles Lakers,106,H
Atlanta Hawks,98,Orlando Magic,100,H
Charlotte Hornets,103,Portland Trail Blazers,109,H
New York Knicks,88,Toronto Raptors,113,H
Boston Celtics,110,Washington Wizards,104,V
Cleveland Cavaliers,123,Atlanta Hawks,107,V
Indiana Pacers,97,Boston Celtics,91,V
Minnesota Timberwolves,113,Chicago Bulls,114,H
Los Angeles Clippers,108,Detroit Pistons,95,V
Denver Nuggets,104,Houston Rockets,130,H
Milwaukee Bucks,85,Miami Heat,91,H
New Orleans Pelicans,82,Philadelphia 76ers,100,H
Portland Trail Blazers,118,Sacramento Kings,100,V
Charlotte Hornets,94,Utah Jazz,106,H
New Orleans Pelicans,138,Brooklyn Nets,128,V
Washington Wizards,101,Chicago Bulls,90,V
Los Angeles Lakers,123,Dallas Mavericks,130,H
San Antonio Spurs,105,Golden State Warriors,122,H
Milwaukee Bucks,111,Orlando Magic,104,V
Los Angeles Clippers,98,Philadelphia 76ers,112,H
Denver Nuggets,123,Phoenix Suns,113,V
Detroit Pistons,115,Atlanta Hawks,118,H
Cleveland Cavaliers,121,Boston Celtics,99,V
Toronto Raptors,123,Charlotte Hornets,103,V
Dallas Mavericks,97,Houston Rockets,104,H
New York Knicks,113,Indiana Pacers,121,H
Sacramento Kings,106,Minnesota Timberwolves,111,H
Memphis Grizzlies,92,Oklahoma City Thunder,110,H
Utah Jazz,115,Portland Trail Blazers,96,V
Los Angeles Clippers,114,Brooklyn Nets,101,V
Orlando Magic,101,Chicago Bulls,105,H
New Orleans Pelicans,118,Detroit Pistons,103,V
Phoenix Suns,83,Golden State Warriors,129,H
New York Knicks,92,Philadelphia 76ers,108,H
San Antonio Spurs,99,Utah Jazz,101,H
Sacramento Kings,114,Dallas Mavericks,109,V
San Antonio Spurs,109,Denver Nuggets,117,H
Atlanta Hawks,92,Milwaukee Bucks,97,H
Houston Rockets,126,Minnesota Timberwolves,108,V
Cleveland Cavaliers,120,Oklahoma City Thunder,112,V
Miami Heat,112,Toronto Raptors,115,H
Los Angeles Clippers,129,Boston Celtics,119,V
Indiana Pacers,108,Brooklyn Nets,103,V
Toronto Raptors,122,Chicago Bulls,98,V
Atlanta Hawks,98,Detroit Pistons,104,H
Sacramento Kings,91,Houston Rockets,100,H
Oklahoma City Thunder,121,Memphis Grizzlies,114,V
Los Angeles Lakers,117,New Orleans Pelicans,139,H
Washington Wizards,118,New York Knicks,113,V
Charlotte Hornets,104,Orlando Magic,102,V
Miami Heat,102,Philadelphia 76ers,104,H
Golden State Warriors,117,Portland Trail Blazers,123,H
Phoenix Suns,97,Utah Jazz,107,H
Denver Nuggets,134,Milwaukee Bucks,123,V
Los Angeles Lakers,111,Minnesota Timberwolves,119,H
Philadelphia 76ers,116,Chicago Bulls,115,V
Brooklyn Nets,96,Charlotte Hornets,111,H
Washington Wizards,110,Cleveland Cavaliers,103,V
Los Angeles Clippers,127,Golden State Warriors,134,H
New York Knicks,120,Orlando Magic,113,V
Oklahoma City Thunder,110,Sacramento Kings,107,V
San Antonio Spurs,119,Denver Nuggets,122,H
Boston Celtics,110,Detroit Pistons,98,V
Minnesota Timberwolves,102,Houston Rockets,120,H
Atlanta Hawks,93,Indiana Pacers,116,H
Dallas Mavericks,102,Los Angeles Lakers,124,H
Cleveland Cavaliers,112,Memphis Grizzlies,89,V
Miami Heat,123,New Orleans Pelicans,124,H
Los Angeles Clippers,128,Phoenix Suns,117,V
Milwaukee Bucks,122,Toronto Raptors,119,V
Portland Trail Blazers,100,Utah Jazz,81,V
Charlotte Hornets,122,Washington Wizards,105,V
Oklahoma City Thunder,80,Golden State Warriors,112,H
Memphis Grizzlies,89,Miami Heat,115,H
Chicago Bulls,104,Minnesota Timberwolves,122,H
Boston Celtics,121,New York Knicks,112,V
Orlando Magic,105,Philadelphia 76ers,116,H
Portland Trail Blazers,106,Phoenix Suns,104,V
Los Angeles Lakers,113,Sacramento Kings,108,V
Dallas Mavericks,90,Utah Jazz,97,H
Detroit Pistons,98,Charlotte Hornets,114,H
San Antonio Spurs,110,Cleveland Cavaliers,94,V
Houston Rockets,119,Denver Nuggets,114,V
New Orleans Pelicans,123,Milwaukee Bucks,121,V
Philadelphia 76ers,94,Washington Wizards,109,H
Los Angeles Lakers,123,Atlanta Hawks,104,V
Memphis Grizzlies,98,Boston Celtics,109,H
Chicago Bulls,87,Brooklyn Nets,104,H
Indiana Pacers,103,Dallas Mavericks,109,H
Phoenix Suns,116,New Orleans Pelicans,125,H
Golden State Warriors,125,New York Knicks,111,V
Orlando Magic,105,Oklahoma City Thunder,112,H
Minnesota Timberwolves,118,Sacramento Kings,100,V
Detroit Pistons,94,Toronto Raptors,123,H
Houston Rockets,96,Utah Jazz,85,V
Chicago Bulls,103,Charlotte Hornets,118,H
Brooklyn Nets,123,Cleveland Cavaliers,129,H
Los Angeles Clippers,122,Denver Nuggets,120,V
Philadelphia 76ers,101,Miami Heat,102,H
Washington Wizards,107,Milwaukee Bucks,104,V
Sacramento Kings,99,Portland Trail Blazers,116,H
Indiana Pacers,102,Atlanta Hawks,107,H
Charlotte Hornets,106,Boston Celtics,134,H
Oklahoma City Thunder,111,Dallas Mavericks,110,V
Milwaukee Bucks,87,Detroit Pistons,110,H
Houston Rockets,105,Los Angeles Clippers,92,V
Phoenix Suns,110,Memphis Grizzlies,102,V
Toronto Raptors,117,Orlando Magic,104,V
New Orleans Pelicans,121,San Antonio Spurs,116,V
Golden State Warriors,109,Washington Wizards,101,V
Philadelphia 76ers,108,Cleveland Cavaliers,97,V
Los Angeles Lakers,131,Miami Heat,113,V
Minnesota Timberwolves,99,Portland Trail Blazers,108,H
Brooklyn Nets,111,Sacramento Kings,116,H
Golden State Warriors,114,Atlanta Hawks,109,V
Dallas Mavericks,100,Chicago Bulls,108,H
New York Knicks,105,Los Angeles Clippers,128,H
Denver Nuggets,108,Memphis Grizzlies,102,V
Indiana Pacers,103,Milwaukee Bucks,96,V
Detroit Pistons,106,Orlando Magic,115,H
Charlotte Hornets,99,Philadelphia 76ers,110,H
Oklahoma City Thunder,124,Phoenix Suns,116,V
Minnesota Timberwolves,108,Utah Jazz,116,H
Toronto Raptors,102,Washington Wizards,95,V
Denver Nuggets,126,Cleveland Cavaliers,117,V
Boston Celtics,120,Houston Rockets,123,H
Detroit Pistons,96,Miami Heat,105,H
Memphis Grizzlies,100,Orlando Magic,107,H
Oklahoma City Thunder,100,Portland Trail Blazers,108,H
Utah Jazz,98,Sacramento Kings,91,V
Los Angeles Lakers,116,San Antonio Spurs,112,V
Phoenix Suns,112,Atlanta Hawks,113,H
New Orleans Pelicans,126,Dallas Mavericks,109,V
Brooklyn Nets,120,Los Angeles Clippers,123,H
Philadelphia 76ers,110,Milwaukee Bucks,118,H
New York Knicks,99,Sacramento Kings,102,H
Charlotte Hornets,98,Toronto Raptors,103,H
Indiana Pacers,98,Washington Wizards,95,V
Boston Celtics,105,Chicago Bulls,89,V
Detroit Pistons,90,Cleveland Cavaliers,112,H
Milwaukee Bucks,89,Indiana Pacers,92,H
Portland Trail Blazers,108,Los Angeles Lakers,103,V
Phoenix Suns,103,Miami Heat,125,H
Memphis Grizzlies,98,San Antonio Spurs,100,H
Orlando Magic,80,Utah Jazz,94,H
Philadelphia 76ers,128,Charlotte Hornets,114,V
Denver Nuggets,107,Dallas Mavericks,118,H
Brooklyn Nets,101,Golden State Warriors,114,H
New Orleans Pelicans,121,Los Angeles Clippers,116,V
Houston Rockets,122,Oklahoma City Thunder,112,V
New York Knicks,87,Portland Trail Blazers,111,H
Atlanta Hawks,90,Toronto Raptors,106,H
Miami Heat,113,Washington Wizards,117,H
Memphis Grizzlies,110,Chicago Bulls,119,H
Cleveland Cavaliers,113,Denver Nuggets,108,V
Toronto Raptors,121,Detroit Pistons,119,V
Utah Jazz,104,Indiana Pacers,84,V
Orlando Magic,107,Los Angeles Lakers,108,H
Houston Rockets,110,Milwaukee Bucks,99,V
New Orleans Pelicans,114,Sacramento Kings,101,V
Brooklyn Nets,125,Charlotte Hornets,111,V
San Antonio Spurs,107,Golden State Warriors,110,H
Philadelphia 76ers,99,Miami Heat,108,H
Boston Celtics,117,Minnesota Timberwolves,109,V
Phoenix Suns,87,Oklahoma City Thunder,115,H
Los Angeles Lakers,116,Denver Nuggets,125,H
Chicago Bulls,83,Detroit Pistons,99,H
Atlanta Hawks,87,Indiana Pacers,112,H
Cleveland Cavaliers,102,Los Angeles Clippers,116,H
Utah Jazz,95,Memphis Grizzlies,78,V
New York Knicks,112,Milwaukee Bucks,120,H
Washington Wizards,116,New Orleans Pelicans,97,V
Golden State Warriors,108,Portland Trail Blazers,125,H
Orlando Magic,88,Sacramento Kings,94,H
Houston Rockets,105,Toronto Raptors,108,H
Phoenix Suns,115,Charlotte Hornets,122,H
Memphis Grizzlies,80,Dallas Mavericks,114,H
Orlando Magic,105,Los Angeles Clippers,113,H
Washington Wizards,102,Miami Heat,129,H
San Antonio Spurs,94,Oklahoma City Thunder,104,H
Chicago Bulls,129,Atlanta Hawks,122,V
Indiana Pacers,99,Boston Celtics,97,V
Philadelphia 76ers,120,Brooklyn Nets,97,V
Houston Rockets,105,Dallas Mavericks,82,V
Sacramento Kings,104,Denver Nuggets,130,H
Cleveland Cavaliers,113,Los Angeles Lakers,127,H
Golden State Warriors,103,Minnesota Timberwolves,109,H
Utah Jazz,116,New Orleans Pelicans,99,V
Toronto Raptors,132,New York Knicks,106,V
San Antonio Spurs,93,Houston Rockets,109,H
Milwaukee Bucks,121,Memphis Grizzlies,103,V
Sacramento Kings,101,Oklahoma City Thunder,106,H
Miami Heat,99,Portland Trail Blazers,115,H
Oklahoma City Thunder,119,Atlanta Hawks,107,V
Toronto Raptors,116,Brooklyn Nets,102,V
Los Angeles Clippers,112,Chicago Bulls,106,V
Denver Nuggets,103,Los Angeles Lakers,112,H
Charlotte Hornets,115,New Orleans Pelicans,119,H
Dallas Mavericks,110,New York Knicks,97,V
Indiana Pacers,101,Philadelphia 76ers,98,V
Cleveland Cavaliers,129,Phoenix Suns,107,V
Orlando Magic,72,San Antonio Spurs,108,H
Detroit Pistons,79,Utah Jazz,110,H
Minnesota Timberwolves,116,Washington Wizards,111,V
Washington Wizards,125,Boston Celtics,124,V
Los Angeles Lakers,106,Golden State Warriors,117,H
Milwaukee Bucks,117,Orlando Magic,126,H
Miami Heat,119,Sacramento Kings,123,H
Charlotte Hornets,129,Atlanta Hawks,117,V
Detroit Pistons,113,Denver Nuggets,120,H
Los Angeles Clippers,96,Houston Rockets,101,H
Toronto Raptors,106,Indiana Pacers,99,V
Chicago Bulls,111,Memphis Grizzlies,110,V
Philadelphia 76ers,118,New York Knicks,110,V
Cleveland Cavaliers,105,Portland Trail Blazers,113,H
New Orleans Pelicans,93,San Antonio Spurs,98,H
Phoenix Suns,88,Utah Jazz,116,H
Sacramento Kings,98,Golden State Warriors,93,V
Miami Heat,92,Los Angeles Lakers,91,V
Los Angeles Clippers,113,Oklahoma City Thunder,121,H
Boston Celtics,92,Orlando Magic,83,V
Brooklyn Nets,116,Philadelphia 76ers,120,H
Dallas Mavericks,115,Toronto Raptors,122,H
Dallas Mavericks,106,Brooklyn Nets,114,H
Cleveland Cavaliers,114,Chicago Bulls,109,V
Denver Nuggets,94,Memphis Grizzlies,101,H
Atlanta Hawks,117,Milwaukee Bucks,122,H
Houston Rockets,107,New Orleans Pelicans,101,V
Charlotte Hornets,101,New York Knicks,124,H
Golden State Warriors,124,Phoenix Suns,109,V
Detroit Pistons,87,Portland Trail Blazers,100,H
Minnesota Timberwolves,101,San Antonio Spurs,117,H
Sacramento Kings,97,Utah Jazz,103,H
Indiana Pacers,102,Washington Wizards,109,H
Portland Trail Blazers,122,Los Angeles Clippers,109,V
Houston Rockets,129,Minnesota Timberwolves,120,V
Boston Celtics,89,New Orleans Pelicans,108,H
Oklahoma City Thunder,132,Toronto Raptors,125,V
Memphis Grizzlies,115,Brooklyn Nets,118,H
Milwaukee Bucks,117,Cleveland Cavaliers,124,H
Los Angeles Lakers,100,Indiana Pacers,110,H
Denver Nuggets,141,Miami Heat,149,H
Chicago Bulls,92,New York Knicks,110,H
Charlotte Hornets,94,Philadelphia 76ers,108,H
Detroit Pistons,106,Sacramento Kings,90,V
Golden State Warriors,75,San Antonio Spurs,89,H
Oklahoma City Thunder,99,Boston Celtics,100,H
Los Angeles Clippers,109,Minnesota Timberwolves,123,H
Dallas Mavericks,105,New Orleans Pelicans,115,H
Toronto Raptors,93,Orlando Magic,86,V
Detroit Pistons,115,Phoenix Suns,88,V
Houston Rockets,115,Portland Trail Blazers,111,V
Atlanta Hawks,99,Utah Jazz,94,V
Charlotte Hornets,111,Brooklyn Nets,105,V
Denver Nuggets,135,Chicago Bulls,102,V
Toronto Raptors,129,Cleveland Cavaliers,132,H
New York Knicks,98,Miami Heat,119,H
Los Angeles Clippers,127,Milwaukee Bucks,120,V
Indiana Pacers,92,New Orleans Pelicans,96,H
Memphis Grizzlies,105,Philadelphia 76ers,119,H
Washington Wizards,90,San Antonio Spurs,98,H
Memphis Grizzlies,79,Charlotte Hornets,140,H
Utah Jazz,119,Dallas Mavericks,112,V
Detroit Pistons,96,Houston Rockets,100,H
Los Angeles Lakers,125,New Orleans Pelicans,128,H
Philadelphia 76ers,118,Orlando Magic,98,V
Atlanta Hawks,90,Sacramento Kings,105,H
Milwaukee Bucks,118,Chicago Bulls,105,V
Phoenix Suns,95,Cleveland Cavaliers,120,H
Atlanta Hawks,94,Golden State Warriors,106,H
Los Angeles Clippers,104,Indiana Pacers,109,H
Minnesota Timberwolves,108,New York Knicks,104,V
Miami Heat,99,Oklahoma City Thunder,105,H
Boston Celtics,105,Portland Trail Blazers,100,V
Utah Jazz,120,San Antonio Spurs,124,H
Brooklyn Nets,112,Toronto Raptors,116,H
Denver Nuggets,108,Washington Wizards,100,V
Charlotte Hornets,102,Dallas Mavericks,98,V
Chicago Bulls,95,Detroit Pistons,117,H
New Orleans Pelicans,91,Houston Rockets,114,H
Los Angeles Lakers,100,Memphis Grizzlies,93,V
Phoenix Suns,99,Orlando Magic,105,H
Minnesota Timberwolves,108,Philadelphia 76ers,120,H
Cleveland Cavaliers,121,Brooklyn Nets,114,V
Utah Jazz,110,Golden State Warriors,91,V
Atlanta Hawks,99,Houston Rockets,118,H
Miami Heat,107,Indiana Pacers,113,H
San Antonio Spurs,103,Milwaukee Bucks,106,H
Portland Trail Blazers,108,Oklahoma City Thunder,105,V
Boston Celtics,104,Sacramento Kings,93,V
Los Angeles Clippers,117,Toronto Raptors,106,V
New York Knicks,101,Washington Wizards,97,V
New York Knicks,128,Charlotte Hornets,137,H
Los Angeles Lakers,106,Detroit Pistons,112,H
